,tconst,liste_realisateurs,liste_acteurs,TitreOriginal,anneeSortie,duree,genres,noteMoyenne,nbVotes,titreVF,types,id,original_language,notePonderee
6028,tt1174034,['nm0004380'],"['nm1687404', 'nm0238475', 'nm0332709', 'nm0060780', 'nm1285144', 'nm1594248', 'nm0687914', 'nm0189508', 'nm0722657', 'nm0214549']",Coluche,2008,100,"['Biography', 'Comedy', 'Drama']",5.6,746,Coluche: l'histoire d'un mec,imdbDisplay,14419,fr,2.8
6029,tt1650831,['nm0521601'],"['nm3456321', 'nm2588665', 'nm0504267', 'nm1196219', 'nm2305069', 'nm0587791', 'nm4210896', 'nm1992411', 'nm1486432', 'nm0653367']",Flower,2011,105,['Drama'],5.6,616,Love and Bruises,imdbDisplay,94219,fr,2.8
6030,tt0143757,['nm0402161'],"['nm0006807', 'nm0201638', 'nm0590452', 'nm0582890', 'nm0764927', 'nm0716699', 'nm0702454', 'nm0342272', 'nm0307171']","Méfiez-vous, mesdames!",1963,81,['Comedy'],5.6,43,"Méfiez-vous, mesdames!",imdbDisplay,359230,fr,2.8
6031,tt3547726,['nm0551761'],"['nm6340784', 'nm7427261', 'nm6340785', 'nm4125561', 'nm7434877', 'nm7434878', 'nm7434879', 'nm7434880', 'nm7434881', 'nm7434882']","Port-au-Prince, dimanche 4 janvier",2015,80,['Drama'],5.5,11,"Port-au-Prince, dimanche 4 janvier",imdbDisplay,352201,fr,2.75
6032,tt0827192,['nm0506518'],"['nm0512071', 'nm0253018', 'nm0001461', 'nm1566456', 'nm0480942', 'nm0812073', 'nm0594856', 'nm3027795', 'nm2161431', 'nm0843400']","My Friends, My Love",2008,99,"['Comedy', 'Romance']",5.5,712,"Mes amis, mes amours",imdbDisplay,14659,fr,2.75
6033,tt19299928,['nm6064966'],"['nm13535419', 'nm7784834', 'nm2678543']",Olho animal,2022,80,['Comedy'],5.5,18,Olho animal,imdbDisplay,951203,fr,2.75
6034,tt0384389,['nm0002499'],"['nm0220017', 'nm0721469', 'nm0255475', 'nm0545838', 'nm1391040', 'nm1039646', 'nm0154402', 'nm0409646', 'nm0974687', 'nm0547376']",L'oeil de l'autre,2004,84,['Drama'],5.5,38,L'oeil de l'autre,imdbDisplay,574526,fr,2.75
6035,tt9351598,['nm5367831'],"['nm2964838', 'nm4150929', 'nm1982556', 'nm1452260', 'nm0082897', 'nm1227864', 'nm0194662', 'nm0508417', 'nm1322483', 'nm10289110']",Made in China,2019,87,"['Comedy', 'Drama']",5.5,662,Made in China,imdbDisplay,602971,fr,2.75
6036,tt13846352,['nm0308039'],"['nm0144377', 'nm0257100', 'nm0308039', 'nm12798750', 'nm12798751', 'nm2063684', 'nm12798752', 'nm5866012', 'nm1434669', 'nm7545994']",The Crusade,2021,67,"['Comedy', 'Sci-Fi']",5.5,700,La croisade,imdbDisplay,842239,fr,2.75
6037,tt2330546,['nm2277061'],"['nm0077622', 'nm0000882', 'nm0244707', 'nm1109153', 'nm0556387', 'nm0620964', 'nm0291790', 'nm0084670', 'nm4289197', 'nm1603574']",Wrestling Queens,2013,97,"['Comedy', 'Sport']",5.5,662,Les reines du ring,imdbDisplay,202215,fr,2.75
6038,tt7491128,['nm6872947'],"['nm4473893', 'nm5522284', 'nm3214170', 'nm4253884', 'nm3554909', 'nm0650672', 'nm1577101', 'nm6745676', 'nm5660559', 'nm4854852']",(Girl)Friend,2018,82,"['Comedy', 'Romance']",5.5,943,Ami-ami,imdbDisplay,470211,fr,2.75
6039,tt16062876,['nm3939978'],"['nm3939978', 'nm1785192', 'nm0163223', 'nm7550746', 'nm13122811', 'nm14458074', 'nm5389630', 'nm4840218', 'nm11039797', 'nm5237589']",Swing Rendez-vous,2022,88,"['Comedy', 'Musical', 'Romance']",5.5,37,Swing Rendez-vous,imdbDisplay,1004840,fr,2.75
6040,tt0095099,['nm0320929'],"['nm0063227', 'nm0093609', 'nm0679958', 'nm0483418', 'nm0214892', 'nm0148246', 'nm0901501', 'nm0690149', 'nm0199517', 'nm0018902']",L'enfance de l'art,1988,107,['Drama'],5.5,36,L'enfance de l'art,imdbDisplay,197553,fr,2.75
6041,tt0069209,['nm0466010'],"['nm0862026', 'nm0099677', 'nm1158958', 'nm0854627', 'nm2908683', 'nm0310040', 'nm4005141', 'nm10238602', 'nm1159163', 'nm0294786']",The Holy Family,1973,94,['Drama'],5.5,11,La sainte famille,imdbDisplay,528275,fr,2.75
6042,tt0090815,['nm0006092'],"['nm0006092', 'nm0001250', 'nm0078109', 'nm0239286', 'nm0133135', 'nm0494363', 'nm0952552']",Charlotte for Ever,1986,94,"['Comedy', 'Drama']",5.5,836,Charlotte for Ever,imdbDisplay,64238,fr,2.75
6043,tt0095710,['nm0684226'],"['nm0001128', 'nm0785664', 'nm0217880', 'nm0145880', 'nm0350826', 'nm0716577', 'nm0332487', 'nm0423382', 'nm0208850', 'nm0267188']",Let Sleeping Cops Lie,1988,97,"['Action', 'Crime', 'Drama']",5.5,945,Ne réveillez pas un flic qui dort,imdbDisplay,78405,fr,2.75
6044,tt0110900,['nm0956022'],"['nm0115730', 'nm0817602', 'nm0080020', 'nm0946179', 'nm0743131', 'nm0872574', 'nm0144413', 'nm0320481', 'nm0190591', 'nm0241383']",Low Profile,1993,106,"['Action', 'Crime', 'Drama']",5.5,310,Profil bas,imdbDisplay,57944,fr,2.75
6045,tt0083230,"['nm0401247', 'nm0833708']","['nm0401247', 'nm4087604', 'nm0759617']",Too Early/Too Late,1981,100,['Documentary'],5.5,694,Trop tôt/Trop tard,imdbDisplay,97032,fr,2.75
6046,tt0260521,['nm0191293'],"['nm0856778', 'nm0272686', 'nm0678982', 'nm0609717', 'nm0520920', 'nm0450146', 'nm1152871', 'nm1288202', 'nm1286531', 'nm1289089']",Veronique,1975,90,['Drama'],5.5,20,Véronique ou L'été de mes 13 ans,imdbDisplay,525340,fr,2.75
6047,tt1825674,['nm0231872'],"['nm0244999', 'nm0143309', 'nm0036734', 'nm4478846', 'nm1603574', 'nm0305365', 'nm0677546', 'nm0746164', 'nm4988999', 'nm0071142']",On the Shore,2011,92,['Drama'],5.5,38,Beau rivage,imdbDisplay,224914,fr,2.75
6048,tt11006570,['nm1455506'],"['nm1326732', 'nm0001929', 'nm1081573', 'nm4473893', 'nm0530365', 'nm0243620', 'nm0110501', 'nm13162606', 'nm0850051', 'nm4609934']",Old Fashioned,2020,86,['Comedy'],5.5,397,La pièce rapportée,imdbDisplay,660955,fr,2.75
6049,tt0233752,['nm0859436'],"['nm0498876', 'nm0233713', 'nm0010562', 'nm0202378', 'nm0200946', 'nm0197592', 'nm0859436', 'nm0563695', 'nm0331667', 'nm0058157']",Freddy,1978,90,['Comedy'],5.5,26,Freddy,imdbDisplay,512365,fr,2.75
6050,tt6155084,['nm1257259'],"['nm0480850', 'nm0557859', 'nm2847812', 'nm1202905', 'nm1581208', 'nm2806009', 'nm2306276', 'nm0803332', 'nm6948347', 'nm1900143']",K.O.,2017,115,['Thriller'],5.5,713,K.O.,imdbDisplay,430916,fr,2.75
6051,tt0099485,['nm10535179'],"['nm0953381', 'nm0167515', 'nm0968605', 'nm0195008', 'nm0423382', 'nm0484963', 'nm0099392', 'nm0229066', 'nm0468130', 'nm1037050']",Eden miseria,1988,102,['Drama'],5.5,17,Eden miseria,imdbDisplay,568483,fr,2.75
6052,tt0122445,['nm0482431'],"['nm0000804', 'nm0000804', 'nm0740067', 'nm0740067', 'nm0786891', 'nm0198589', 'nm0198589', 'nm0291289', 'nm0221717', 'nm0552483', 'nm0746022', 'nm0053884', 'nm0053884', 'nm0098981']",Le cri du coeur,1974,97,['Drama'],5.5,46,Le cri du coeur,imdbDisplay,565042,fr,2.75
6053,tt0818110,['nm0775447'],"['nm0536095', 'nm2743396', 'nm1186254', 'nm0410903', 'nm0837452', 'nm2960566', 'nm0632754', 'nm1929776', 'nm1491241', 'nm0126870']",Inju: The Beast in the Shadow,2008,105,"['Mystery', 'Thriller']",5.5,987,"Inju, la bête dans l'ombre",imdbDisplay,12406,fr,2.75
6054,tt0140984,['nm0342176'],"['nm0176061', 'nm0333518', 'nm0629389', 'nm0066159', 'nm0136789', 'nm0148858', 'nm0302540', 'nm0753649', 'nm0233713', 'nm0432115']",L'empire de la nuit,1962,90,['Comedy'],5.5,29,L'empire de la nuit,imdbDisplay,562615,fr,2.75
6055,tt0813531,['nm0006620'],"['nm0237835', 'nm0077449', 'nm0836681', 'nm0154358', 'nm0008430', 'nm0801400', 'nm0163326', 'nm0830676', 'nm0953412', 'nm0036274']",Le deal,2007,91,"['Comedy', 'Crime']",5.5,46,Le Deal,imdbDisplay,386790,fr,2.75
6056,tt12281356,['nm7032039'],"['nm0098883', 'nm10619902', 'nm0537637', 'nm0683612', 'nm0723839']",La Morte Amoureuse,1995,84,['Horror'],5.5,9,La Morte Amoureuse,imdbDisplay,541692,fr,2.75
6057,tt5231798,['nm0630112'],"['nm0000367', 'nm1296631', 'nm0035128', 'nm0064741', 'nm0008866']",The End,2016,85,['Drama'],5.5,328,The End,imdbDisplay,382811,fr,2.75
6058,tt0166315,['nm0256712'],"['nm0086926', 'nm0077857', 'nm0090547', 'nm1401666', 'nm0140114', 'nm1401764', 'nm1404384', 'nm1404398', 'nm1401999', 'nm0431129']",Pourvoir,1982,90,['Documentary'],5.5,23,Pourvoir,imdbDisplay,331785,fr,2.75
6059,tt17049070,"['nm5810182', 'nm3777273']","['nm5585713', 'nm5447402', 'nm9331617', 'nm0432040', 'nm0350746', 'nm0548169', 'nm0081175', 'nm0481591', 'nm6848464', 'nm4150929']",Two of a Kind,2022,98,['Comedy'],5.5,746,Jumeaux mais pas trop,imdbDisplay,928217,fr,2.75
6060,tt3744684,['nm0350168'],"['nm0038449', 'nm0099134', 'nm0201669', 'nm0201669', 'nm1326732', 'nm1326732', 'nm0229105', 'nm0229105', 'nm1327219', 'nm0583681', 'nm0623311', 'nm0150495']",Ariane's Thread,2014,92,"['Comedy', 'Drama']",5.5,381,Au fil d'Ariane,imdbDisplay,279579,fr,2.75
6061,tt7232394,['nm1108291'],"['nm0240318', 'nm0394502', 'nm9980514', 'nm9980515', 'nm9980516', 'nm9980517', 'nm10057882', 'nm10057883', 'nm10057884', 'nm10057885']",Something Is Happening,2018,101,['Drama'],5.5,41,Il se passe quelque chose,imdbDisplay,518719,fr,2.75
6062,tt0298126,['nm1065892'],"['nm0277229', 'nm0951520', 'nm0644680', 'nm0586370', 'nm0515433', 'nm0746371', 'nm0503360', 'nm0649462', 'nm0142921', 'nm1296631']",Seaside,2002,90,['Drama'],5.5,327,Bord de mer,imdbDisplay,125952,fr,2.75
6063,tt0102367,['nm0001929'],"['nm0000809', 'nm0001929', 'nm0006939', 'nm0003909', 'nm0759826', 'nm0071114', 'nm0285953', 'nm0716709', 'nm0383153', 'nm0895634']",My Life Is Hell,1991,105,"['Comedy', 'Fantasy', 'Romance']",5.5,887,Ma vie est un enfer,imdbDisplay,4272,fr,2.75
6064,tt2557952,['nm0500988'],"['nm0002776', 'nm0094789', 'nm0593306', 'nm0001393', 'nm3121639', 'nm3972775', 'nm3814101', 'nm0814718', 'nm0993405', 'nm0438585']","Salaud, on t'aime.",2014,124,"['Comedy', 'Drama', 'Romance']",5.5,386,"Salaud, on t'aime",imdbDisplay,262117,fr,2.75
6065,tt0078923,['nm0007069'],"['nm0007069', 'nm0531511', 'nm0537865', 'nm0590998', 'nm0688651', 'nm0221186', 'nm0379587', 'nm0884518', 'nm0305488', 'nm0034075']","It's Not Me, It's Him",1980,105,['Comedy'],5.5,771,"C'est pas moi, c'est lui",imdbDisplay,52877,fr,2.75
6066,tt2200144,['nm0001929'],"['nm0001929', 'nm0003508', 'nm0747690', 'nm0529647', 'nm0013520', 'nm0613917', 'nm1907990', 'nm0154007', 'nm1904769', 'nm0052282']",Demi-soeur,2013,90,['Comedy'],5.5,303,Demi-sœur,imdbDisplay,198119,fr,2.75
6067,tt0056404,['nm0671862'],"['nm0000003', 'nm0396136', 'nm0097625', 'nm0785664', 'nm0691725', 'nm0855070', 'nm0197592', 'nm0473523', 'nm0578357', 'nm0617736']",Love on a Pillow,1962,102,"['Drama', 'Romance']",5.5,758,Le repos du guerrier,imdbDisplay,66916,fr,2.75
6068,tt12828136,['nm0054318'],"['nm3809653', 'nm4634909', 'nm11787277', 'nm7757118', 'nm5261859', 'nm0434167', 'nm11787278', 'nm9174720', 'nm11787279', 'nm0835943']",Nana and the Seaside Girls,2020,78,"['Comedy', 'Drama']",5.5,25,Nana et les filles du bord de mer,imdbDisplay,722810,fr,2.75
6069,tt3041452,['nm2463233'],"['nm0492200', 'nm0440149', 'nm4552893', 'nm2027009', 'nm3381127', 'nm3501465', 'nm5961385', 'nm2028613', 'nm6077431', 'nm4699416']",The Grad Job,2014,95,['Comedy'],5.5,348,À toute épreuve,imdbDisplay,283739,fr,2.75
6070,tt0131399,['nm0954786'],"['nm0252590', 'nm0482226', 'nm0756423', 'nm0898317', 'nm0252825', 'nm0447129', 'nm0099312', 'nm0830599', 'nm0597606', 'nm1263020']",The Crazy Years of the Twist,1983,90,"['Comedy', 'Drama']",5.5,45,Les folles années du twist,imdbDisplay,63221,fr,2.75
6071,tt0071214,['nm0956022'],"['nm0269997', 'nm0277038', 'nm0727369', 'nm0765588', 'nm0782593', 'nm0581028', 'nm0092046', 'nm0832375', 'nm0102078', 'nm0825413']",Sadsacks Go to War,1974,90,"['Adventure', 'Comedy', 'War']",5.5,768,Les bidasses s'en vont en guerre,imdbDisplay,62662,fr,2.75
6072,tt0058533,['nm0671862'],"['nm0108400', 'nm0075163', 'nm0239447', 'nm0000404', 'nm0320774', 'nm0439344', 'nm0637627', 'nm0740067', 'nm0814799', 'nm0816457']",Circle of Love,1964,110,"['Drama', 'Romance']",5.5,676,La ronde,imdbDisplay,63876,fr,2.75
6073,tt0228205,['nm0670343'],"['nm0682725', 'nm0785772', 'nm0785772', 'nm0227862', 'nm0034079', 'nm0282973', 'nm0544982', 'nm0633021', 'nm1033514', 'nm0333511', 'nm0074110']",Le dernier plan,2000,90,['Drama'],5.5,30,Le dernier plan,imdbDisplay,607393,fr,2.75
6074,tt0066857,['nm0257992'],"['nm0893341', 'nm0000003', 'nm0871272', 'nm0720890', 'nm0182841', 'nm0353916', 'nm0143030', 'nm0903867', 'nm0545383', 'nm0545383', 'nm0079439']",Rum Runners,1971,135,"['Adventure', 'Comedy']",5.5,671,Boulevard du Rhum,imdbDisplay,74811,fr,2.75
6075,tt0075288,['nm0859323'],"['nm0173493', 'nm0862432', 'nm0660489', 'nm0914473', 'nm1036506', 'nm0213325', 'nm1028506', 'nm0970912', 'nm0245087', 'nm0244023']",La surprise du chef,1976,103,['Comedy'],5.5,34,La surprise du chef,imdbDisplay,318064,fr,2.75
6076,tt10969370,['nm0056225'],"['nm0556387', 'nm4779334', 'nm2916628', 'nm2756373', 'nm1009458', 'nm1371957', 'nm5312274', 'nm2749780', 'nm10992671', 'nm3862511']",Colombine,2019,91,"['Comedy', 'Drama']",5.5,17,Colombine,imdbDisplay,625800,fr,2.75
6077,tt10576542,['nm0503211'],"['nm3286811', 'nm1799076', 'nm1727010', 'nm11396410', 'nm11396409', 'nm11396411', 'nm11396408', 'nm2536602', 'nm0495799', 'nm0539981']",Apapacho,2019,89,['Drama'],5.5,34,"Apapacho, une caresse pour l'âme",imdbDisplay,625545,fr,2.75
6078,tt0155090,['nm0069319'],"['nm0293739', 'nm0444321', 'nm0216815', 'nm0308041', 'nm0529645', 'nm0500530', 'nm0036883', 'nm0058704', 'nm0135804', 'nm0241743']",Cancer,1972,90,['Drama'],5.5,49,Rak,imdbDisplay,438320,fr,2.75
6079,tt17309428,['nm0220774'],['nknow'],American Journal,2022,112,['Documentary'],5.5,18,Journal d'Amérique,imdbDisplay,928729,fr,2.75
6080,tt4741686,['nm0077622'],"['nm0077622', 'nm0623854', 'nm4150929', 'nm3939436', 'nm3053855', 'nm1603574', 'nm0001929', 'nm0105317', 'nm0000721', 'nm0000721', 'nm2984738']","Joséphine, Pregnant & Fabulous",2016,94,['Comedy'],5.5,803,Joséphine s'arrondit,imdbDisplay,369780,fr,2.75
6081,tt6262812,['nm2019517'],"['nm2579025', 'nm0556387', 'nm1493885', 'nm1656118', 'nm8595444', 'nm8595445', 'nm8595446', 'nm1461545', 'nm1672018', 'nm0686409']",La consolation,2017,78,['Drama'],5.5,33,La consolation,imdbDisplay,450402,fr,2.75
6082,tt0108008,['nm0162947'],"['nm0000322', 'nm0681566', 'nm0833240', 'nm0000733', 'nm0344932', 'nm0162950', 'nm0089046', 'nm0409561', 'nm0518653', 'nm0280955']",Rupture(s),1993,95,['Drama'],5.5,48,Rupture(s),imdbDisplay,458525,fr,2.75
6083,tt0830545,['nm0230696'],"['nm2336735', 'nm1817887', 'nm2325855', 'nm2336252', 'nm2336640', 'nm2336674', 'nm2336316', 'nm2336606', 'nm2387781', 'nm2384175']",Et toi t'es sur qui?,2007,82,['Romance'],5.5,332,"Et toi, t'es sur qui?",imdbDisplay,19098,fr,2.75
6084,tt0093920,['nm0954437'],"['nm0487254', 'nm0124333', 'nm1444462', 'nm0453204', 'nm0087141', 'nm0361824', 'nm0221383', 'nm0689507', 'nm0689507', 'nm0033577', 'nm1101228']",Saxo,1988,116,"['Drama', 'Music']",5.5,48,Saxo,imdbDisplay,533898,fr,2.75
6085,tt4676238,['nm1288611'],"['nm4150929', 'nm0000367', 'nm0490702', 'nm1044951', 'nm7028122', 'nm0863816', 'nm8575010', 'nm1716720', 'nm3676680', 'nm3060658']",A Mighty Team,2016,95,"['Comedy', 'Sport']",5.5,845,La Dream Team,imdbDisplay,381351,fr,2.75
6086,tt2520516,['nm1602507'],"['nm0675521', 'nm3114649', 'nm1569942', 'nm3874127', 'nm1922676', 'nm0075710', 'nm0738391', 'nm1602507', 'nm4965626', 'nm0153488']",The Stroller Strategy,2012,90,['Comedy'],5.5,960,La stratégie de la poussette,imdbDisplay,152989,fr,2.75
6087,tt3100482,['nm1195993'],"['nm5853319', 'nm5853320', 'nm0029272', 'nm4001519', 'nm0183430', 'nm5853323', 'nm3418403', 'nm0619600', 'nm1301770', 'nm0746371']",La storia di Cino,2013,85,"['Adventure', 'Family']",5.5,10,"Cino, l'enfant qui traversa la montagne",imdbDisplay,307316,fr,2.75
6088,tt0103703,['nm0503535'],"['nm0002198', 'nm0536095', 'nm0137357', 'nm0194662', 'nm0036734', 'nm0280955', 'nm0480185', 'nm0823784', 'nm0605971', 'nm0617595']",Les années campagne,1992,90,"['Comedy', 'Drama', 'Family']",5.5,47,Les années campagne,imdbDisplay,521328,fr,2.75
6089,tt0141673,['nm0402161'],"['nm0558663', 'nm0761664', 'nm0218464', 'nm0400142', 'nm0362096', 'nm0244813', 'nm0196796', 'nm0916476', 'nm0431142', 'nm0256399']",OSS 117 se déchaîne,1963,104,"['Action', 'Adventure', 'Thriller']",5.5,353,O.S.S. 117 se déchaîne !,imdbDisplay,163879,fr,2.75
6090,tt2219674,['nm1065260'],"['nm3901006', 'nm1022817']",Letters of a Portuguese Nun,2014,75,"['Drama', 'History', 'Romance']",5.5,47,Les lettres portugaises,imdbDisplay,339478,fr,2.75
6091,tt0074351,['nm0923360'],"['nm0000454', 'nm0902610', 'nm0856187', 'nm0232611', 'nm0415588', 'nm0926723', 'nm0144589', 'nm0627260', 'nm0376289', 'nm0536795']",Flesh Color,1978,116,"['Crime', 'Drama', 'Romance']",5.5,47,Couleur chair,imdbDisplay,415588,fr,2.75
6092,tt3146294,['nm1601029'],"['nm3207271', 'nm3207271', 'nm1493817', 'nm6557453', 'nm6557454', 'nm6737928', 'nm6737929', 'nm0674701', 'nm6737930', 'nm6737931', 'nm6671523']",May Allah Bless France!,2014,95,['Drama'],5.5,331,Qu'Allah bénisse la France,imdbDisplay,287611,fr,2.75
6093,tt0792975,['nm0099324'],"['nm0000809', 'nm0501256', 'nm0508293', 'nm0320762', 'nm0671844', 'nm1164241', 'nm0812073', 'nm0895761', 'nm0077987', 'nm0327262']",L'invité,2007,86,['Comedy'],5.5,995,L'invité,imdbDisplay,42802,fr,2.75
6094,tt0295430,['nm0815428'],"['nm0349869', 'nm0591204', 'nm0542011', 'nm0491262', 'nm0215209', 'nm0729693', 'nm0100283', 'nm1074375', 'nm0244782', 'nm0701171']",Les matous sont romantiques,1981,96,['Comedy'],5.5,13,Les matous sont romantiques,imdbDisplay,209152,fr,2.75
6095,tt0206154,['nm0304604'],"['nm0217795', 'nm0047625', 'nm0767009', 'nm0609516', 'nm0667418', 'nm0673269', 'nm0149722', 'nm0066817', 'nm0694966', 'nm0496008']",Girl Slaves of Morgana Le Fay,1971,86,['Horror'],5.5,853,Morgane et ses nymphes,imdbDisplay,84896,fr,2.75
6096,tt2165166,['nm0220907'],"['nm0220907', 'nm0630562', 'nm0275093', 'nm2272000', 'nm0667416', 'nm0349749', 'nm1762579', 'nm1886767', 'nm4378688', 'nm1169921']",Je fais feu de tout bois,2012,98,['Comedy'],5.5,22,Je fais feu de tout bois,imdbDisplay,215320,fr,2.75
6097,tt0089977,['nm0432040'],"['nm0432040', 'nm0499540', 'nm0154007', 'nm0173548', 'nm0695309', 'nm0745625', 'nm0057428', 'nm0087186', 'nm0147344', 'nm0299662']",Scout toujours...,1985,98,['Comedy'],5.5,993,Scout toujours...,imdbDisplay,50211,fr,2.75
6098,tt0217117,['nm0332820'],"['nm0883006', 'nm0494608', 'nm0785771', 'nm0105482', 'nm0216203']",Agent of Doom,1963,90,"['Action', 'Adventure', 'Crime']",5.5,40,Un soir... par hasard,imdbDisplay,258883,fr,2.75
6099,tt0274983,['nm0718082'],"['nm5297343', 'nm5297360', 'nm5297266', 'nm0153993', 'nm0504254', 'nm16570107']",Tracking,1987,79,"['Horror', 'Thriller']",5.5,76,Tracking,imdbDisplay,317127,fr,2.75
6100,tt20413946,['nm1715466'],"['nm1500446', 'nm10422621', 'nm2536691', 'nm10889557', 'nm8988411', 'nm0077449', 'nm4473893', 'nm14028450', 'nm7943224', 'nm14028451']",Thick and Thin,2022,94,['Comedy'],5.5,94,Tout fout le camp,imdbDisplay,977010,fr,2.75
6101,tt0459412,['nm0078416'],"['nm0303826', 'nm0580101', 'nm0110507', 'nm0749363', 'nm0438585', 'nm0898653', 'nm1741876', 'nm1331316', 'nm0109762', 'nm0056977']",Les irréductibles,2006,105,"['Comedy', 'Drama']",5.5,212,Les irréductibles,imdbDisplay,49887,fr,2.75
6102,tt0279871,['nm0381853'],"['nm0004381', 'nm0136001', 'nm0480942', 'nm0634500', 'nm0372158', 'nm0644023', 'nm0099396', 'nm1065166']",Lovers of the Nile,2002,90,"['Drama', 'Romance']",5.5,94,Les amants du Nil,imdbDisplay,119692,fr,2.75
6103,tt4741354,['nm0640913'],"['nm7373452', 'nm7519197', 'nm7373453', 'nm5763475', 'nm7519194', 'nm7519195', 'nm7519196', 'nm7519198', 'nm1596173', 'nm1936722']",The Fear,2015,93,"['Drama', 'War']",5.5,269,La Peur,imdbDisplay,351189,fr,2.75
6104,tt0155685,['nm0688646'],"['nm0201638', 'nm0140153', 'nm0734000', 'nm0102419', 'nm0233617', 'nm0487779', 'nm0837328', 'nm0544984', 'nm0545103', 'nm0036311']",Trouble Among Widows,1964,95,"['Comedy', 'Crime', 'Mystery']",5.5,76,Du grabuge chez les veuves,imdbDisplay,353803,fr,2.75
6105,tt0107555,['nm0546753'],"['nm0000882', 'nm0762240', 'nm0487592', 'nm0162950', 'nm0078712', 'nm0064268', 'nm0100172', 'nm0239985', 'nm0449166', 'nm0831673']",The Lie,1993,89,"['Drama', 'Romance']",5.5,75,Mensonge,imdbDisplay,164025,fr,2.75
6106,tt0226708,['nm0547456'],"['nm0488477', 'nm0001641', 'nm0543547', 'nm0320481', 'nm0851582', 'nm0013251', 'nm0041761', 'nm0059600', 'nm0139107', 'nm0159318']",Marry Me,2000,90,"['Comedy', 'Romance']",5.5,269,Épouse-moi,imdbDisplay,160066,fr,2.75
6107,tt0076406,['nm0598363'],"['nm0105475', 'nm0000882', 'nm0714376', 'nm0000809', 'nm0146165', 'nm0405754', 'nm0201319', 'nm0494418', 'nm0480027', 'nm0088362']",Monsieur Papa,1977,105,['Comedy'],5.5,75,Monsieur Papa,imdbDisplay,355333,fr,2.75
6108,tt3357918,['nm0483770'],"['nm0580101', 'nm0656768', 'nm1570048', 'nm1391094', 'nm0719220', 'nm0889475', 'nm0315146', 'nm0752137', 'nm0902881', 'nm6261975']",Disappeared in Winter,2014,100,['Drama'],5.5,172,Disparue en hiver,imdbDisplay,319348,fr,2.75
6109,tt0085619,['nm0002178'],"['nm0634159', 'nm0359894', 'nm0006939', 'nm0726200', 'nm0617736', 'nm0045870', 'nm0201462', 'nm0350734', 'nm0897811', 'nm0071114']",Le grand carnaval,1983,130,['Drama'],5.5,239,Le grand carnaval,imdbDisplay,114863,fr,2.75
6110,tt0070559,['nm0205844'],"['nm0309479', 'nm0419998', 'nm0508826', 'nm0519427', 'nm0899821', 'nm0200443', 'nm0244256', 'nm0733939', 'nm0083866', 'nm0518155']",Line Up and Lay Down,1973,90,['Comedy'],5.5,97,Prenez la queue comme tout le monde,imdbDisplay,135664,fr,2.75
6111,tt2463842,['nm2013599'],"['nm6284535', 'nm5638922', 'nm1531916', 'nm5776726', 'nm3529097', 'nm5277666', 'nm0008506', 'nm2611421', 'nm2626189', 'nm1501460']",Blockbuster,2018,85,['Comedy'],5.5,459,Blockbuster,imdbDisplay,437319,fr,2.75
6112,tt0090205,['nm0282214'],"['nm0001648', 'nm0746021', 'nm0958558', 'nm0012964', 'nm0011803', 'nm0239429', 'nm0755652']",Tristesse et beauté,1985,100,['Drama'],5.5,97,Tristesse et beauté,imdbDisplay,264003,fr,2.75
6113,tt2034832,"['nm0153999', 'nm0630802']","['nm1687404', 'nm0783879', 'nm4732173']",Emilie Jolie,2011,72,"['Animation', 'Family']",5.5,75,Émilie jolie,imdbDisplay,93265,fr,2.75
6114,tt1669798,['nm0479807'],"['nm0746162', 'nm0105475', 'nm0332709', 'nm1229951', 'nm0169398', 'nm0864108', 'nm4306483', 'nm0883518', 'nm1594808', 'nm0087207']",Final Balance,2011,85,"['Crime', 'Drama', 'Mystery']",5.5,267,Légitime défense,imdbDisplay,70987,fr,2.75
6115,tt1692214,['nm0580101'],"['nm0488477', 'nm0580101', 'nm0001641', 'nm0252775', 'nm4084889', 'nm1013436', 'nm0665985', 'nm0094858', 'nm0102078', 'nm5166992']",Monsieur Papa,2011,86,['Comedy'],5.5,519,Monsieur Papa,imdbDisplay,65647,fr,2.75
6116,tt0066501,['nm0323582'],"['nm0514059', 'nm0000918', 'nm0002198', 'nm0636719', 'nm0144360', 'nm0109725', 'nm0778568', 'nm0104064', 'nm0190595', 'nm0494157']",Love Me Strangely,1971,93,"['Drama', 'Romance', 'Thriller']",5.5,228,Un beau monstre,imdbDisplay,105097,fr,2.75
6117,tt23867462,['nm2361701'],"['nm1133795', 'nm5674012', 'nm7865906', 'nm6377955', 'nm0970011', 'nm16034501', 'nm16034501', 'nm9238698', 'nm3276116', 'nm9258426', 'nm16034503', 'nm16034503']",Stuck with You,2022,59,"['Comedy', 'Romance']",5.5,538,Happy Nous Year,imdbDisplay,1057648,fr,2.75
6118,tt19864472,['nm1194101'],"['nm1326732', 'nm10395866', 'nm0001095', 'nm3442218', 'nm3344375', 'nm2367023', 'nm9300004', 'nm10243842', 'nm10746495', 'nm0347555']",The Beast in the Jungle,2023,103,"['Drama', 'Music']",5.5,519,La bête dans la jungle,imdbDisplay,820694,fr,2.75
