,tconst,liste_realisateurs,liste_acteurs,TitreOriginal,anneeSortie,duree,genres,noteMoyenne,nbVotes,titreVF,types,id,original_language,notePonderee
0,tt0090015,['nm0487351'],['nknow'],Shoah,1985,566,"['Documentary', 'History', 'War']",8.7,10883,Shoah,imdbDisplay,42044,fr,8.7
1,tt3327994,['nm0037867'],['nknow'],Human,2015,263,['Documentary'],8.6,8970,Human,imdbDisplay,359364,fr,8.6
2,tt1675434,"['nm0619923', 'nm0865918']","['nm0167388', 'nm1082477', 'nm0494504', 'nm1109153', 'nm1525639', 'nm0597042', 'nm2031248', 'nm3994610', 'nm5511912', 'nm5511483']",The Intouchables,2011,112,"['Comedy', 'Drama']",8.5,961930,Intouchables,imdbDisplay,77338,fr,8.5
3,tt0054407,['nm0065442'],"['nm0078514', 'nm0449191', 'nm0176039', 'nm0006573', 'nm0582854', 'nm0582854', 'nm0584879', 'nm0178962', 'nm0711192', 'nm0041828', 'nm0065449']",The Hole,1960,131,"['Crime', 'Drama', 'Thriller']",8.5,21378,Le trou,imdbDisplay,29259,fr,8.5
4,tt1014762,['nm0037867'],"['nm0037867', 'nm0000335', 'nm0000335', 'nm0303826']",Home,2009,118,"['Documentary', 'Family']",8.5,23204,Home,imdbDisplay,62320,fr,8.5
5,tt3674140,"['nm2081382', 'nm0000694']",['nm7543164'],The Salt of the Earth,2014,110,"['Biography', 'Documentary', 'History']",8.4,24159,Le sel de la terre,imdbDisplay,265297,fr,8.4
6,tt0211915,['nm0000466'],"['nm0851582', 'nm0440913', 'nm0749363', 'nm0186677', 'nm0581014', 'nm0213354', 'nm0597042', 'nm0561158', 'nm0620964', 'nm0684500']",Amélie,2001,122,"['Comedy', 'Romance']",8.3,810771,Le Fabuleux Destin d'Amélie Poulain,imdbDisplay,194,fr,8.3
7,tt1255953,['nm0898288'],"['nm0044073', 'nm0246386', 'nm0309945', 'nm1323233', 'nm1323233', 'nm4841645', 'nm0320721', 'nm0108436', 'nm1840093', 'nm4841157', 'nm4655454']",Incendies,2010,131,"['Drama', 'Mystery', 'War']",8.3,219013,Incendies,imdbDisplay,46738,fr,8.3
8,tt0065234,['nm0002020'],"['nm0598971', 'nm0660327', 'nm0004462', 'nm0673749', 'nm0674742', 'nm0219342', 'nm0245240', 'nm0350196', 'nm0294401', 'nm0102566']",Z,1969,127,"['Crime', 'Drama', 'Thriller']",8.1,32260,Z,imdbDisplay,2721,fr,8.1
9,tt0113247,['nm0440913'],"['nm0001993', 'nm0468003', 'nm0846548', 'nm0315760', 'nm0813217', 'nm0597384', 'nm0712205', 'nm0906682', 'nm0009318', 'nm0479360']",La haine,1995,98,"['Crime', 'Drama']",8.1,206587,La Haine,imdbDisplay,406,fr,8.1
10,tt0111495,['nm0001425'],"['nm0001393', 'nm0004462', 'nm0270073', 'nm0521051', 'nm0494078', 'nm0821637', 'nm0148081', 'nm0260151', 'nm0772159', 'nm0419182']",Three Colors: Red,1994,99,"['Drama', 'Mystery', 'Romance']",8.1,112551,Trois couleurs: Rouge,imdbDisplay,110,fr,8.1
11,tt0091288,['nm0001945'],"['nm0598971', 'nm0000367', 'nm0000809', 'nm0220015', 'nm0523597', 'nm0563432', 'nm0576272', 'nm0243260', 'nm0636669', 'nm0560991']",Jean de Florette,1986,120,"['Comedy', 'Drama']",8.1,28144,Jean de Florette,imdbDisplay,4480,fr,8.1
12,tt0064040,['nm0578483'],"['nm0893341', 'nm0582890', 'nm0144045', 'nm0797531', 'nm0542690', 'nm0186567', 'nm0053607', 'nm0716577', 'nm0223072', 'nm0215303']",Army of Shadows,1969,145,"['Drama', 'War']",8.1,27165,L'armée des ombres,imdbDisplay,15383,fr,8.1
13,tt8613070,['nm1780037'],"['nm4374524', 'nm1194748', 'nm4714676', 'nm0000420', 'nm1039369', 'nm5166668', 'nm1865236', 'nm10767888', 'nm6720191']",Portrait of a Lady on Fire,2019,122,"['Drama', 'Romance']",8.1,115817,Portrait de la jeune fille en feu,imdbDisplay,531428,fr,8.1
14,tt0091480,['nm0001945'],"['nm0598971', 'nm0000322', 'nm0000809', 'nm0320762', 'nm0523597', 'nm0304051', 'nm0390458', 'nm0098959', 'nm0220015', 'nm0045865']",Manon of the Spring,1986,113,['Drama'],8.0,24535,Manon des sources,imdbDisplay,4481,fr,8.0
15,tt3612616,['nm0230859'],"['nm0234237', 'nm4608165', 'nm0167501', 'nm0399088', 'nm2531440', 'nm0514813', 'nm0655082', 'nm0357561', 'nm4719471', 'nm4444243']",Mommy,2014,139,['Drama'],8.0,63367,Mommy,imdbDisplay,265177,fr,8.0
16,tt0062229,['nm0578483'],"['nm0001128', 'nm0673749', 'nm0217677', 'nm0742975', 'nm0503761', 'nm0092330', 'nm0269376', 'nm0692680', 'nm0431129', 'nm0289516']",Le Samouraï,1967,101,"['Crime', 'Drama', 'Thriller']",8.0,61259,Le Samouraï,imdbDisplay,5511,fr,8.0
17,tt0401383,['nm0773603'],"['nm0023832', 'nm0782561', 'nm0189887', 'nm0175931', 'nm0156228', 'nm0034390', 'nm0307638', 'nm0144045', 'nm0359652', 'nm0001884']",The Diving Bell and the Butterfly,2007,112,"['Biography', 'Drama']",8.0,111298,Le scaphandre et le papillon,\N,2013,fr,8.0
18,tt0070460,['nm0000076'],"['nm0000302', 'nm0529543', 'nm0000076', 'nm0181305', 'nm0186569', 'nm0829155', 'nm0001922', 'nm0150709', 'nm0037316', 'nm0000882']",Day for Night,1973,116,"['Comedy', 'Drama', 'Romance']",8.0,25334,La nuit américaine,imdbDisplay,1675,fr,8.0
19,tt0808417,"['nm1749112', 'nm2277869']","['nm0557859', 'nm0000366', 'nm0001687', 'nm0001687', 'nm0201638', 'nm0008787', 'nm1380747', 'nm0422045', 'nm0037871', 'nm0303145', 'nm1065166']",Persepolis,2007,96,"['Animation', 'Biography', 'Drama']",8.0,101942,Persepolis,imdbDisplay,2011,fr,8.0
20,tt1129435,['nm0889513'],['nknow'],The Beaches of Agnès,2008,112,"['Biography', 'Documentary']",8.0,4981,Les plages d'Agnès,imdbDisplay,38879,fr,8.0
21,tt0092593,['nm0001501'],"['nm0542009', 'nm0270830', 'nm0705072', 'nm0141133', 'nm0605429', 'nm0075710', 'nm0639054', 'nm0280132', 'nm0729620', 'nm0377565']",Au Revoir les Enfants,1987,104,"['Drama', 'War']",8.0,37045,Au revoir les enfants,\N,1786,fr,8.0
22,tt0060305,['nm0578483'],"['nm0893341', 'nm0582890', 'nm0670964', 'nm0264799', 'nm0102566', 'nm0291289', 'nm0544240', 'nm0639058', 'nm0176039', 'nm0956643']",Le deuxième souffle,1966,150,"['Crime', 'Drama']",7.9,7032,Le deuxième souffle,imdbDisplay,25047,fr,7.9
23,tt0065531,['nm0578483'],"['nm0001128', 'nm0100186', 'nm0002231', 'nm0598971', 'nm0186567', 'nm0024940', 'nm0171772', 'nm0252573', 'nm0692680', 'nm0673749']",Le cercle rouge,1970,140,"['Crime', 'Drama', 'Thriller']",7.9,29762,Le cercle rouge,imdbDisplay,11657,fr,7.9
24,tt0192718,['nm0703400'],"['nm0818686', 'nm0586370', 'nm0586370']",The Man Who Sleeps,1974,77,['Drama'],7.9,4944,Un homme qui dort,imdbDisplay,104086,fr,7.9
25,tt0060474,['nm0653620'],"['nm0100186', 'nm0000086', 'nm0111610', 'nm0661759', 'nm0661759', 'nm0112534', 'nm0551062', 'nm0549806', 'nm0078108', 'nm0828044', 'nm0239447']",Don't Look Now... We're Being Shot At!,1966,132,"['Adventure', 'Comedy', 'War']",7.9,20962,La Grande Vadrouille,imdbDisplay,8290,fr,7.9
26,tt0301727,['nm0674742'],"['nm0674742', 'nm0479721']",Winged Migration,2001,89,['Documentary'],7.9,12479,Le peuple migrateur,imdbDisplay,11516,fr,7.9
27,tt0117040,"['nm0638175', 'nm0701821']","['nm0000218', 'nm0674742', 'nm0674742']",Microcosmos,1996,80,['Documentary'],7.9,11832,Microcosmos : Le Peuple de l'herbe,imdbDisplay,9305,fr,7.9
28,tt1602620,['nm0359734'],"['nm0004462', 'nm0728938', 'nm0001376', 'nm1225096', 'nm1468516', 'nm0013741', 'nm0087324', 'nm0290420', 'nm0238506', 'nm0135084']",Amour,2012,127,['Drama'],7.9,107472,Amour,imdbDisplay,86837,fr,7.9
29,tt1655442,['nm0371890'],"['nm0241121', 'nm0067367', 'nm0000422', 'nm0000342', 'nm0000542', 'nm0701512', 'nm0335275', 'nm0491590', 'nm0615063', 'nm1128780']",The Artist,2011,100,"['Comedy', 'Drama', 'Romance']",7.8,251021,The Artist,imdbDisplay,74643,fr,7.8
30,tt0056663,['nm0000419'],"['nm0439344', 'nm0714236', 'nm0479351', 'nm0772480', 'nm0388902', 'nm0582195', 'nm0667573', 'nm0227561', 'nm0440914', 'nm0772479']",Vivre sa vie,1962,85,['Drama'],7.8,36036,Vivre sa vie,\N,1626,fr,7.8
31,tt0401085,['nm0885249'],"['nm0194788', 'nm0343082', 'nm0698921', 'nm1588828', 'nm0109366', 'nm0871954', 'nm1273694', 'nm1595209', 'nm1589172', 'nm0938105']",C.R.A.Z.Y.,2005,129,"['Comedy', 'Drama']",7.8,34514,C.R.A.Z.Y.,imdbDisplay,11421,fr,7.8
32,tt0388505,['nm0586123'],"['nm0008404', 'nm0954704', 'nm1827138', 'nm1827137', 'nm1600614', 'nm1845058', 'nm1846818', 'nm0200475', 'nm1846392', 'nm1847370']",Live and Become,2005,140,['Drama'],7.8,6385,"Va, vis et deviens",imdbDisplay,1986,fr,7.8
33,tt0058450,['nm0218840'],"['nm0000366', 'nm0144875', 'nm0894636', 'nm0584879', 'nm0267833', 'nm0674629', 'nm0150709', 'nm0128143', 'nm0233432', 'nm0289514']",The Umbrellas of Cherbourg,1964,91,"['Drama', 'Musical', 'Romance']",7.8,32642,Les parapluies de Cherbourg,imdbDisplay,5967,fr,7.8
34,tt0068361,['nm0000320'],"['nm0721073', 'nm0786891', 'nm0291289', 'nm0644680', 'nm0000804', 'nm0144045', 'nm0077921', 'nm0904371', 'nm0291214', 'nm0686263']",The Discreet Charm of the Bourgeoisie,1972,102,"['Comedy', 'Drama', 'Fantasy']",7.8,48136,Le charme discret de la bourgeoisie,imdbDisplay,4593,fr,7.8
35,tt2321405,['nm1957706'],"['nm8101777', 'nm8101778', 'nm4343886', 'nm0904273', 'nm8101779', 'nm8101780', 'nm8101781', 'nm8101782', 'nm1468991', 'nm0468085']",My Life as a Zucchini,2016,70,"['Animation', 'Comedy', 'Drama']",7.8,30605,Ma vie de Courgette,imdbDisplay,393559,fr,7.8
36,tt0108394,['nm0001425'],"['nm0000300', 'nm0952498', 'nm0000365', 'nm0753666', 'nm0674340', 'nm0904996', 'nm0898653', 'nm0901812', 'nm0242211', 'nm0703364']",Three Colors: Blue,1993,98,"['Drama', 'Music', 'Mystery']",7.8,113551,Trois couleurs: Bleu,imdbDisplay,108,fr,7.8
37,tt0055852,['nm0889513'],"['nm0545378', 'nm0100171', 'nm0205815', 'nm0087491', 'nm0006166', 'nm0897808', 'nm1190639', 'nm0239813', 'nm0545400', 'nm0466047']",Cléo from 5 to 7,1962,90,"['Comedy', 'Drama', 'Music']",7.8,28790,Cléo de 5 à 7,imdbDisplay,499,fr,7.8
38,tt1235166,['nm0002191'],"['nm2588665', 'nm0034390', 'nm1513288', 'nm3024530', 'nm1311741', 'nm2765676', 'nm0169398', 'nm3595493', 'nm0059971', 'nm0621932']",A Prophet,2009,155,"['Crime', 'Drama']",7.8,103944,Un prophète,imdbDisplay,21575,fr,7.8
39,tt0062136,['nm0004244'],"['nm0004244', 'nm0219332', 'nm0537392', 'nm0750114', 'nm0216144', 'nm0131795', 'nm0219875', 'nm0712950', 'nm0239986', 'nm0416166']",Playtime,1967,155,['Comedy'],7.8,27032,Playtime,imdbDisplay,10227,fr,7.8
40,tt0075824,['nm0000320'],"['nm0721073', 'nm0000962', 'nm0596807', 'nm0077921', 'nm0916476', 'nm0904371', 'nm0039707', 'nm0046891', 'nm0087344', 'nm0140634']",That Obscure Object of Desire,1977,103,"['Comedy', 'Drama', 'Romance']",7.8,25547,Cet obscur objet du désir,imdbDisplay,5781,fr,7.8
41,tt5598102,"['nm2346254', 'nm0889513']",['nknow'],Faces Places,2017,94,"['Adventure', 'Documentary']",7.8,13910,"Visages, villages",imdbDisplay,451995,fr,7.8
42,tt0065439,['nm0002020'],"['nm0598971', 'nm0797531', 'nm0275213', 'nm0900062', 'nm0099366', 'nm0844435', 'nm0154319', 'nm0537864', 'nm0264211', 'nm0201635']",The Confession,1970,139,"['Drama', 'Thriller']",7.8,4973,L'aveu,imdbDisplay,60859,fr,7.8
43,tt9660502,['nm4080113'],"['nm13465094', 'nm13575723', 'nm0220183', 'nm0238475', 'nm6601314', 'nm1822271', 'nm4978650', 'nm13674212', 'nm11243529', 'nm8213628']",Close,2022,104,['Drama'],7.8,40943,Close,imdbDisplay,901563,fr,7.8
44,tt0318202,['nm0679928'],"['nm1214542', 'nm1311833', 'nm1308860', 'nm1308889', 'nm1308994', 'nm1864266', 'nm1312025', 'nm2028351', 'nm1310320', 'nm1309001']",To Be and to Have,2002,104,"['Documentary', 'Family']",7.8,8527,Être et avoir,imdbDisplay,5168,fr,7.8
45,tt0064612,['nm0006445'],"['nm0004462', 'nm0264554', 'nm0056763', 'nm0900004', 'nm0463098', 'nm0529571', 'nm0239514', 'nm8130163', 'nm0712237']",My Night at Maud's,1969,105,"['Comedy', 'Drama', 'Romance']",7.8,15122,Ma nuit chez Maud,imdbDisplay,48831,fr,7.8
46,tt0057058,['nm0001501'],"['nm0740067', 'nm0804077', 'nm0165915', 'nm0220997', 'nm0609731', 'nm0230734', 'nm0597662', 'nm0243544', 'nm0864113', 'nm0637627']",The Fire Within,1963,108,['Drama'],7.8,10896,Le feu follet,imdbDisplay,2593,fr,7.8
47,tt0372824,['nm0056725'],"['nm0432040', 'nm0075710', 'nm1533863', 'nm0580101', 'nm0094786', 'nm0120431', 'nm1532669', 'nm1531691', 'nm1533569', 'nm1531112']",The Chorus,2004,97,"['Drama', 'Music']",7.8,68740,Les Choristes,imdbDisplay,5528,fr,7.8
48,tt0055910,['nm0099984'],"['nm0473228', 'nm0183671', 'nm0333143', 'nm0333143', 'nm0412245', 'nm0653589', 'nm0168940', 'nm0166432', 'nm0723032', 'nm0753649', 'nm0029865']",Sundays and Cybèle,1962,111,['Drama'],7.8,4915,Les dimanches de Ville d'Avray,imdbDisplay,43001,fr,7.8
49,tt0071487,['nm0000320'],"['nm0108400', 'nm0108400', 'nm0148041', 'nm0148041', 'nm0681566', 'nm0681566', 'nm0900143', 'nm0900143', 'nm0039967', 'nm0039967', 'nm0077921', 'nm0077921', 'nm0291289', 'nm0291289', 'nm0003909', 'nm0536536', 'nm0536536', 'nm0537922', 'nm0537922']",The Phantom of Liberty,1974,104,['Comedy'],7.8,17617,Le fantôme de la liberté,imdbDisplay,5558,fr,7.8
50,tt1816518,"['nm0041334', 'nm0665262', 'nm2883649']","['nm0933727', 'nm5312818', 'nm0519735', 'nm0577616', 'nm3102740', 'nm5643341', 'nm0171993', 'nm0694989', 'nm1670347', 'nm0040545']",Ernest & Celestine,2012,80,"['Adventure', 'Animation', 'Comedy']",7.8,22938,Ernest et Célestine,imdbDisplay,126319,fr,7.8
51,tt0079322,['nm0894577'],"['nm0598971', 'nm0016703', 'nm0025445', 'nm0046793', 'nm0068873', 'nm0126870', 'nm0076205', 'nm0079284', 'nm0087141', 'nm0109731']",I... For Icarus,1979,123,"['Crime', 'Drama', 'Mystery']",7.8,4779,I... comme Icare,imdbDisplay,25264,fr,7.8
52,tt0054821,['nm0578483'],"['nm0000901', 'nm0716577', 'nm0220852', 'nm0499151', 'nm0194062', 'nm0210052', 'nm0197917', 'nm0377306', 'nm0836051', 'nm0524856']",Le Doulos,1962,108,"['Crime', 'Thriller']",7.7,12498,Le doulos,imdbDisplay,20778,fr,7.7
53,tt0070544,['nm0482537'],"['nm0000960', 'nm0000960', 'nm1980761', 'nm0062010', 'nm0867622', 'nm0885286', 'nm0502156', 'nm1092533', 'nm0058246', 'nm0487779', 'nm0379587']",Fantastic Planet,1973,72,"['Animation', 'Sci-Fi']",7.7,38795,La Planète sauvage,imdbDisplay,16306,fr,7.7
54,tt0072962,['nm0000080'],['nknow'],F for Fake,1973,89,['Documentary'],7.7,18850,Vérités et mensonges,imdbDisplay,43003,fr,7.7
55,tt0055032,['nm0000076'],"['nm0603402', 'nm0921459', 'nm0785676', 'nm0881752', 'nm0060288', 'nm0625115', 'nm0369202', 'nm0239447', 'nm0836977', 'nm0836977', 'nm0060289']",Jules and Jim,1962,105,"['Drama', 'Romance']",7.7,45427,Jules et Jim,imdbDisplay,1628,fr,7.7
56,tt0060138,['nm0000975'],"['nm0926723', 'nm0338398', 'nm0480711', 'nm0346903', 'nm0039808', 'nm0460074', 'nm0431477', 'nm0294025', 'nm1349715', 'nm1351639']",Au hasard Balthazar,1966,95,['Drama'],7.7,23609,Au hasard Balthazar,imdbDisplay,20108,fr,7.7
57,tt0057591,['nm0491626'],"['nm0893341', 'nm0088396', 'nm0087126', 'nm0723623', 'nm0078108', 'nm0197592', 'nm0498876', 'nm0290955', 'nm0753687', 'nm0739916']",Crooks in Clover,1963,105,"['Action', 'Comedy', 'Crime']",7.7,6789,Les Tontons flingueurs,imdbDisplay,25253,fr,7.7
58,tt0247380,['nm0889513'],['nknow'],The Gleaners & I,2000,82,['Documentary'],7.7,9248,Les glaneurs et la glaneuse,imdbDisplay,44379,fr,7.7
59,tt0117398,"['nm0201094', 'nm0201095']","['nm0753737', 'nm0332709', 'nm0653450', 'nm1815245', 'nm0091081', 'nm0160787', 'nm0216169', 'nm0220454', 'nm0352653', 'nm1040302']",The Promise,1996,90,['Drama'],7.7,8657,La promesse,imdbDisplay,24183,fr,7.7
60,tt0054189,['nm0167496'],"['nm0001128', 'nm0740067', 'nm0481030', 'nm0187927', 'nm0490224', 'nm0443985', 'nm0632425', 'nm0151988', 'nm0076464', 'nm0666722']",Purple Noon,1960,118,"['Crime', 'Drama', 'Thriller']",7.7,21720,Plein soleil,imdbDisplay,10363,fr,7.7
61,tt0061996,['nm0000975'],"['nm0636146', 'nm0346903', 'nm0136487', 'nm0405695', 'nm0898480', 'nm0839848', 'nm0697750', 'nm0401099', 'nm1475698', 'nm0149351']",Mouchette,1967,81,['Drama'],7.7,13355,Mouchette,imdbDisplay,1561,fr,7.7
62,tt0070959,['nm0002020'],"['nm0598971', 'nm0759395', 'nm0368394', 'nm0916616', 'nm0081175', 'nm0856764', 'nm0959923', 'nm0677148', 'nm0938245', 'nm0031652']",State of Siege,1972,120,"['Crime', 'Drama', 'Mystery']",7.7,6290,État de siège,imdbDisplay,91487,fr,7.7
63,tt0084628,['nm0003408'],"['nm0140316', 'nm0407441', 'nm0449667', 'nm0829155']",Sans Soleil,1983,100,"['Documentary', 'Drama']",7.7,12459,Sans soleil,imdbDisplay,1563,fr,7.7
64,tt0079820,['nm0342156'],"['nm0552483', 'nm0563695', 'nm0124482', 'nm1208220', 'nm0555663', 'nm0220997', 'nm0088436', 'nm1113802', 'nm1113802', 'nm0617565', 'nm0617565', 'nm0686263']",The King and the Mockingbird,1980,83,"['Animation', 'Family', 'Fantasy']",7.7,5703,Le roi et l'oiseau,imdbDisplay,22504,fr,7.7
65,tt0062873,['nm0218840'],"['nm0000366', 'nm0001995', 'nm0233753', 'nm0674742', 'nm0681566', 'nm0722976', 'nm0197697', 'nm0857448', 'nm0190595', 'nm0366465']",The Young Girls of Rochefort,1967,125,"['Comedy', 'Drama', 'Musical']",7.7,12626,Les demoiselles de Rochefort,imdbDisplay,2433,fr,7.7
66,tt2278871,['nm0444244'],"['nm2244205', 'nm2650819', 'nm0444248', 'nm0714534', 'nm1595165', 'nm2950607', 'nm2488931', 'nm2300160', 'nm5398167', 'nm0517974']",Blue Is the Warmest Colour,2013,180,"['Drama', 'Romance']",7.7,166957,La vie d'Adèle,imdbDisplay,152584,fr,7.7
67,tt0286244,['nm0158984'],"['nm1379544', 'nm0232357', 'nm0232357', 'nm0232357', 'nm0732220', 'nm1356853', 'nm1716551', 'nm1716551', 'nm9094446', 'nm0062917', 'nm0266200', 'nm1143841', 'nm9094447']",The Triplets of Belleville,2003,80,"['Adventure', 'Animation', 'Comedy']",7.7,57907,Les triplettes de Belleville,imdbDisplay,9662,fr,7.7
68,tt0053472,['nm0000419'],"['nm0000901', 'nm0781029', 'nm0000419', 'nm0049838', 'nm0099429', 'nm0102722', 'nm0003606', 'nm0126864', 'nm0231308']",Breathless,1960,90,"['Crime', 'Drama']",7.7,90146,À bout de souffle,imdbDisplay,269,fr,7.7
69,tt17009710,['nm2630323'],"['nm1197689', 'nm0035128', 'nm12299991', 'nm6995530', 'nm2707986', 'nm2021640', 'nm2161889', 'nm4166709', 'nm9880656', 'nm0277230']",Anatomy of a Fall,2023,151,"['Crime', 'Drama', 'Thriller']",7.7,164083,Anatomie d'une chute,imdbDisplay,915935,fr,7.7
70,tt2404461,['nm1410815'],"['nm0067367', 'nm2588665', 'nm0608214', 'nm2519287', 'nm5619260', 'nm5619307', 'nm1493817', 'nm0439307', 'nm0146848', 'nm5337705']",The Past,2013,130,"['Drama', 'Mystery']",7.7,51520,Le Passé,imdbDisplay,152780,fr,7.7
71,tt0070359,['nm0262402'],"['nm0480942', 'nm0480942', 'nm0529543', 'nm0495950', 'nm0495950', 'nm0918315', 'nm0918315', 'nm0719157', 'nm0719157', 'nm0682034', 'nm0201639', 'nm0335737', 'nm0335737', 'nm0594885', 'nm0594885', 'nm0560602']",The Mother and the Whore,1973,210,"['Drama', 'Romance']",7.7,7020,La maman et la putain,imdbDisplay,48693,fr,7.7
72,tt0105750,['nm0442454'],"['nm0671231', 'nm0225789', 'nm0932870', 'nm0904901', 'nm0613917', 'nm0529543', 'nm0481789', 'nm1546476', 'nm0633070', 'nm0886142']",The Bohemian Life,1992,103,"['Comedy', 'Drama', 'Romance']",7.6,6726,La vie de bohème,imdbDisplay,28212,fr,7.6
73,tt0061395,['nm0000320'],"['nm0000366', 'nm0000366', 'nm0814799', 'nm0681566', 'nm0656180', 'nm0167509', 'nm0264554', 'nm0617736', 'nm0612840', 'nm0490334', 'nm0148858']",Belle de Jour,1967,100,"['Drama', 'Romance']",7.6,50609,Belle de jour,imdbDisplay,649,fr,7.6
74,tt0054632,['nm0720297'],"['nm0786891', 'nm0016617', 'nm0685782', 'nm0078097', 'nm0305478', 'nm0466438', 'nm0819020', 'nm0865051', 'nm0053289', 'nm0902137']",Last Year at Marienbad,1961,94,"['Drama', 'Mystery', 'Romance']",7.6,25675,L'année dernière à Marienbad,imdbDisplay,4024,fr,7.6
75,tt1650048,['nm0230859'],"['nm0693799', 'nm2091680', 'nm0167501', 'nm0000882', 'nm2873161', 'nm0021911', 'nm0415191', 'nm0268983', 'nm3210743', 'nm0126743']",Laurence Anyways,2012,168,"['Drama', 'Romance']",7.6,22616,Laurence Anyways,imdbDisplay,110160,fr,7.6
76,tt0101318,['nm0136021'],"['nm0000300', 'nm0491777', 'nm0345046', 'nm0821637', 'nm0489163', 'nm0078028', 'nm0078028', 'nm0078029', 'nm0078029', 'nm0778568', 'nm1174954', 'nm0888905']",The Lovers on the Bridge,1991,125,"['Drama', 'Romance']",7.6,16013,Les amants du Pont-Neuf,imdbDisplay,2767,fr,7.6
77,tt0099669,['nm0002216'],"['nm0146431', 'nm0746022', 'nm0656801', 'nm0513375', 'nm0161765', 'nm0216213', 'nm0596860', 'nm0551960', 'nm0186567', 'nm0536536']",My Father's Glory,1990,105,"['Adventure', 'Biography', 'Drama']",7.6,7251,La Gloire de mon père,imdbDisplay,12716,fr,7.6
78,tt0081176,['nm0720297'],"['nm0000367', 'nm0305368', 'nm0682655', 'nm0096501', 'nm0034079', 'nm0201635', 'nm0490734', 'nm0239447', 'nm0538976']",My American Uncle,1980,125,"['Comedy', 'Drama', 'Romance']",7.6,7046,Mon oncle d'Amérique,imdbDisplay,39543,fr,7.6
79,tt0089960,['nm0889513'],"['nm0094789', 'nm0617736', 'nm0293889', 'nm0708136', 'nm0049595', 'nm0674184', 'nm0146609', 'nm0017204', 'nm0243777', 'nm0287626']",Vagabond,1985,105,['Drama'],7.6,14475,Sans toit ni loi,imdbDisplay,44018,fr,7.6
80,tt0111507,['nm0001425'],"['nm0952498', 'nm0000365', 'nm0301515', 'nm0836136', 'nm0054270', 'nm0911329', 'nm0361851', 'nm0637360', 'nm0871827', 'nm0668640']",Three Colors: White,1994,92,"['Comedy', 'Drama', 'Romance']",7.6,81814,Trois couleurs: Blanc,imdbDisplay,109,fr,7.6
81,tt10199590,['nm1868177'],"['nm4044784', 'nm6281424', 'nm8815470', 'nm10708849', 'nm10708850', 'nm4782158', 'nm5874173', 'nm9669486', 'nm10767947', 'nm10767948']",Les Misérables,2019,104,"['Crime', 'Drama', 'Thriller']",7.6,29169,Les Misérables,imdbDisplay,586863,fr,7.6
82,tt0071733,['nm0001501'],"['nm0086443', 'nm0167467', 'nm0530571', 'nm0317340', 'nm0100490', 'nm0406213', 'nm0099412', 'nm0213705', 'nm0745625', 'nm0723064']","Lacombe, Lucien",1974,138,"['Drama', 'War']",7.6,8030,Lacombe Lucien,imdbDisplay,55368,fr,7.6
83,tt0170705,['nm0586123'],"['nm0008506', 'nm0749363', 'nm0361824', 'nm0612204', 'nm0478569', 'nm0508085', 'nm0008985', 'nm0622070', 'nm0255362', 'nm0471133']",Train of Life,1998,103,"['Comedy', 'Drama', 'War']",7.6,9711,Train de vie,imdbDisplay,8056,fr,7.6
84,tt0344510,['nm0000466'],"['nm0851582', 'nm0880484', 'nm0000149', 'nm0684500', 'nm0627262', 'nm0244707', 'nm0390458', 'nm0182839', 'nm0079312', 'nm0201669']",A Very Long Engagement,2004,133,"['Drama', 'Mystery', 'Romance']",7.6,76644,Un long dimanche de fiançailles,imdbDisplay,2841,fr,7.6
85,tt0064861,['nm0001031'],"['nm0239816', 'nm0148142', 'nm0946179', 'nm0272686', 'nm0224119', 'nm0156654', 'nm0549338', 'nm0707021', 'nm0953412', 'nm0224124']",This Man Must Die,1969,110,"['Crime', 'Drama', 'Thriller']",7.6,5002,Que la bête meure,imdbDisplay,2527,fr,7.6
86,tt0074152,['nm0000076'],"['nm0221497', 'nm0325886', 'nm0299662', 'nm0580392', 'nm0836681', 'nm0862432', 'nm0868477', 'nm0055475', 'nm0136029', 'nm0136028']",Small Change,1976,104,"['Comedy', 'Drama']",7.6,6575,L'argent de poche,imdbDisplay,1660,fr,7.6
87,tt26446278,"['nm0478799', 'nm1141181']","['nm2582755', 'nm3319078', 'nm1326732', 'nm4422007', 'nm0480850', 'nm0269419', 'nm0587791', 'nm3415802', 'nm11938885', 'nm1982556']",The Count of Monte-Cristo,2024,178,"['Action', 'Adventure', 'Drama']",7.6,24462,Le Comte de Monte-Cristo,imdbDisplay,1084736,fr,7.6
88,tt0057869,['nm0000419'],"['nm0439344', 'nm0105475', 'nm0320647', 'nm0173212', 'nm0201195', 'nm0293739', 'nm0823003', 'nm0579972', 'nm0753711', 'nm0216155']",Band of Outsiders,1964,95,"['Comedy', 'Crime', 'Drama']",7.6,27705,Bande à part,imdbDisplay,8073,fr,7.6
89,tt0115940,['nm0006445'],"['nm0693799', 'nm0486496', 'nm0800159', 'nm0634441', 'nm0499130', 'nm0345800', 'nm0481518', 'nm0350243', 'nm0127682']",A Summer's Tale,1996,113,"['Comedy', 'Drama', 'Romance']",7.6,10733,Conte d'été,imdbDisplay,37563,fr,7.6
